LogUpper,,LogLower,,UpperLinear,,LowerLinear,
X,Y,X,Y,X,Y,X,Y
0.23880794998622165,1.2026666666666668,0.3849159021949679,0.17333333333333334,97.1805555555556,0.6800000000000002,99.11111111111114,0.33866666666666667
0.2826308158714421,1.1653333333333333,0.45555056054680226,0.19466666666666654,101.34722222222229,0.6800000000000002,101.19444444444446,0.33866666666666667
0.35381845992860916,1.1333333333333333,0.6032367686157227,0.22666666666666657,109.6805555555556,0.6800000000000002,105.36111111111109,0.33866666666666667
0.4187465283537235,1.1013333333333333,0.7139347751502866,0.2426666666666668,118.02777777777777,0.6746666666666667,112.65277777777777,0.33866666666666667
0.5545011344733058,1.064,0.9192097752027734,0.2693333333333334,122.19444444444446,0.6746666666666667,119.94444444444446,0.33866666666666667
0.821550276861936,1.0106666666666668,1.118872211587421,0.2799999999999998,130.54166666666669,0.6693333333333333,127.23611111111114,0.33866666666666667
1.0878909547925606,0.9573333333333335,1.3619035171665468,0.29066666666666663,136.77777777777777,0.6746666666666667,135.56944444444446,0.33866666666666667
1.3241927918860439,0.9146666666666667,1.9076021571856616,0.3039999999999998,149.27777777777777,0.6746666666666667,147.02777777777777,0.33866666666666667
2.1951460202346995,0.8613333333333335,2.5979700872256473,0.31199999999999983,143.02777777777777,0.6746666666666667,156.40277777777777,0.33866666666666667
2.826308158714421,0.8293333333333335,3.6389459900993897,0.30666666666666664,155.52777777777777,0.6746666666666667,166.83333333333331,0.3333333333333335
3.958776427607788,0.7813333333333332,5.545011344733064,0.31733333333333325,164.90277777777783,0.6746666666666667,173.08333333333337,0.3333333333333335
6.380842850117597,0.7440000000000002,8.449466108283332,0.32800000000000007,170.1111111111111,0.6746666666666667,181.41666666666669,0.3333333333333335
8.449466108283332,0.7333333333333334,12.172109585547044,0.33866666666666667,177.38888888888886,0.6800000000000002,194.94444444444446,0.33866666666666667
11.18872211587421,0.7120000000000002,16.118219775228418,0.3333333333333335,184.69444444444446,0.6746666666666667,204.33333333333331,0.3333333333333335
14.405773606943361,0.7066666666666668,20.177996797972007,0.3333333333333335,195.1111111111111,0.6746666666666667,218.90277777777777,0.33866666666666667
19.076021571856614,0.6853333333333333,29.895770856517853,0.33866666666666667,203.4444444444444,0.6746666666666667,228.29166666666669,0.3333333333333335
26.71955791457423,0.6800000000000002,41.87465283537233,0.34399999999999986,206.56944444444446,0.6746666666666667,233.5,0.3333333333333335
41.87465283537233,0.6693333333333333,60.32367686157227,0.34399999999999986,218.02777777777777,0.6746666666666667,241.83333333333331,0.3333333333333335
55.450113447330644,0.6746666666666667,84.49466108283332,0.34399999999999986,228.4444444444444,0.6746666666666667,252.25,0.3333333333333335
77.6683184197858,0.6746666666666667,69.41661220595715,0.34399999999999986,236.77777777777783,0.6746666666666667,263.70833333333337,0.3333333333333335
86.90092320062186,0.6746666666666667,49.55893342695466,0.34399999999999986,245.1111111111111,0.6746666666666667,270.9861111111111,0.33866666666666667
65.6255824175338,0.6746666666666667,36.3894599009939,0.34399999999999986,253.4444444444444,0.6746666666666667,278.29166666666663,0.3333333333333335
46.8523854273686,0.6746666666666667,23.880794998622164,0.3333333333333335,261.7638888888889,0.6800000000000002,288.70833333333337,0.3333333333333335
34.402132630397624,0.6746666666666667,4.429364936737676,0.31199999999999983,270.0972222222222,0.6800000000000002,298.08333333333337,0.3333333333333335
21.951460202346993,0.6800000000000002,2.906796537132128,0.30666666666666664,276.3472222222222,0.6800000000000002,308.5,0.3333333333333335
16.57723885589316,0.696,2.3219542502889814,0.30666666666666664,283.6388888888889,0.6800000000000002,316.83333333333337,0.3333333333333335
12.875262659803557,0.7066666666666668,1.6346118167495987,0.29866666666666664,289.8888888888888,0.6800000000000002,328.29166666666663,0.3333333333333335
9.723102813046841,0.7226666666666666,,,299.2638888888888,0.6800000000000002,338.70833333333337,0.3333333333333335
7.139347751502866,0.7386666666666668,,,306.55555555555554,0.6800000000000002,350.16666666666663,0.3333333333333335
5.545011344733064,0.76,,,316.9722222222222,0.6800000000000002,359.54166666666674,0.3333333333333335
4.555505605468025,0.7706666666666668,,,332.5972222222222,0.6800000000000002,367.875,0.3333333333333335
3.4402132630397624,0.792,,,340.93055555555554,0.6800000000000002,,
3.0747150813218322,0.8133333333333332,,,349.2638888888888,0.6800000000000002,,
2.4560878824173265,0.8506666666666667,,,356.55555555555554,0.6800000000000002,,
1.9076021571856616,0.8826666666666667,,,365.93055555555554,0.6800000000000002,,
1.657723885589316,0.8933333333333335,,,,,,
1.4405773606943362,0.9093333333333333,,,,,,
1.1507357611050604,0.9359999999999999,,,,,,
0.945387283130793,0.9840000000000001,,,,,,
0.893757115105424,0.9946666666666668,,,,,,
0.7342664053621863,1.0266666666666668,,,,,,
0.6204159106558823,1.048,,,,,,
0.4818666050152242,1.08,,,,,,
